time,T,RH,P,date,ndays,pop,dpopdt,beta_eff,cases,year,month,nino,nina
1988.270491803279,30.69999885559082,71.71923256085694,1.0726364850997925,1988-04-09,30,52731449.85706615,2528.6815628036857,1.114996585698924,NA,1988,4,0,-0.5299999999999999
1988.273224043716,30.44999885559082,71.7239824688374,1.674262762069702,1988-04-10,30,52733978.65989504,2528.8028288930655,1.1072171390251142,NA,1988,4,0,-0.5299999999999999
1988.275956284153,30.78749942779541,70.62918025570691,4.981894016265869,1988-04-11,30,52736507.58399585,2528.9241008087993,1.196760911540109,NA,1988,4,0,-0.5299999999999999
1988.27868852459,29.82857186453683,72.85257373386534,9.31601905822754,1988-04-12,30,52739036.62937439,2529.0453785434365,0.947137672651024,NA,1988,4,0,-0.5299999999999999
1988.2814207650272,26.94999885559082,80.60557462682858,3.8108391761779785,1988-04-13,30,52741565.79603648,2529.1666620895267,0.8551402598037826,NA,1988,4,0,-0.5299999999999999
1988.2841530054643,28.637499809265137,75.57620481896791,0.86562579870224,1988-04-14,30,52744095.083987914,2529.2879514321685,0.8863449529323099,NA,1988,4,0,-0.5299999999999999
1988.2868852459017,25.800000190734863,89.48900331776784,4.9593915939331055,1988-04-15,30,52746624.49323454,2529.409246623516,0.6008499114726467,NA,1988,4,0,-0.5299999999999999
1988.2896174863388,28.75,76.93989800813964,0.1483841836452484,1988-04-16,30,52749154.02378215,2529.5305476114154,1.1021784321547832,NA,1988,4,0,-0.5299999999999999
1988.292349726776,28.5625,76.4973762198268,10.325691223144531,1988-04-17,30,52751683.675636575,2529.6518544256687,1.0663451690271912,NA,1988,4,0,-0.5299999999999999
1988.295081967213,28.655555725097656,77.43926925441964,11.449149131774902,1988-04-18,30,52754213.44880363,2529.7731670588255,0.9945794496422341,NA,1988,4,0,-0.5299999999999999
1988.2978142076504,30.212499618530273,72.2170187962392,4.285774230957031,1988-04-19,30,52756743.34328913,2529.894485495985,1.2122559005161466,NA,1988,4,0,-0.5299999999999999
1988.3005464480875,30.78749942779541,71.87500829702745,1.5408449172973633,1988-04-20,30,52759273.35909889,2530.0158097594976,1.1431063447713896,NA,1988,4,0,-0.5299999999999999
1988.3032786885249,30.537501335144043,76.05747959926147,0.9254312515258788,1988-04-21,30,52761803.49623874,2530.1371398493648,1.275715174725242,NA,1988,4,0,-0.5299999999999999
1988.3060109289615,31.41428484235491,68.77269734714943,0.7390726804733276,1988-04-22,30,52764333.75471448,2530.258475743234,1.1389465004489072,NA,1988,4,0,-0.5299999999999999
1988.308743169399,30.83750057220459,71.66933144709775,3.609879732131958,1988-04-23,30,52766864.13453194,2530.379817456007,0.7128422020355311,NA,1988,4,0,-0.5299999999999999
1988.311475409836,28.3125,83.86171838994017,7.047442436218262,1988-04-24,30,52769394.63569695,2530.501165010035,1.1483186437004007,NA,1988,4,0,-0.5299999999999999
1988.3142076502731,29.312500953674316,74.60364875066159,4.7356791496276855,1988-04-25,30,52771925.25821531,2530.622518360615,0.9895588667639179,NA,1988,4,0,-0.5299999999999999
